date,min_distance,closest_date,comparison,generator,synth_type
2015-06-09,94.13199026907523,2006-06-03,Train vs Train,Baseline,Baseline
2015-06-10,88.66751485790405,2018-06-14,Train vs Train,Baseline,Baseline
2015-06-11,99.17467557263925,2004-06-10,Train vs Train,Baseline,Baseline
2015-06-12,173.1726072644806,2009-06-11,Train vs Train,Baseline,Baseline
2015-06-13,120.48449054039385,2019-06-11,Train vs Train,Baseline,Baseline
2015-06-14,86.2319898605718,2016-06-08,Train vs Train,Baseline,Baseline
2015-06-15,113.70974457678918,2019-06-01,Train vs Train,Baseline,Baseline
2015-06-16,108.07242257186675,2013-06-07,Train vs Train,Baseline,Baseline
2015-06-17,86.9669979066928,2005-06-20,Train vs Train,Baseline,Baseline
2015-06-18,133.9189655339867,2013-06-06,Train vs Train,Baseline,Baseline
2015-06-19,96.41642952653758,2013-06-18,Train vs Train,Baseline,Baseline
2015-06-20,95.98177536929018,2018-06-14,Train vs Train,Baseline,Baseline
2015-06-21,93.01816865867093,2001-06-16,Train vs Train,Baseline,Baseline
2016-06-01,104.39824042026262,2017-06-04,Train vs Train,Baseline,Baseline
2016-06-02,107.04956761741961,2003-06-16,Train vs Train,Baseline,Baseline
2016-06-03,94.7285013837636,2013-06-18,Train vs Train,Baseline,Baseline
2016-06-04,133.4056248014333,2019-06-12,Train vs Train,Baseline,Baseline
2016-06-05,112.88856005262278,2013-06-06,Train vs Train,Baseline,Baseline
2016-06-06,103.59168495978244,2013-06-18,Train vs Train,Baseline,Baseline
2016-06-07,113.65591333224444,2017-06-19,Train vs Train,Baseline,Baseline
2016-06-08,81.93092324317767,2010-06-01,Train vs Train,Baseline,Baseline
2016-06-09,81.38596613423212,2010-06-05,Train vs Train,Baseline,Baseline
2016-06-10,81.0411379018139,2000-06-07,Train vs Train,Baseline,Baseline
2016-06-11,83.2630293524418,2015-06-06,Train vs Train,Baseline,Baseline
2016-06-12,103.5761842911027,2017-06-02,Train vs Train,Baseline,Baseline
2016-06-13,101.64859656386238,2005-06-20,Train vs Train,Baseline,Baseline
2016-06-14,142.8323633903378,1999-06-21,Train vs Train,Baseline,Baseline
2016-06-15,101.9566928213949,2008-06-10,Train vs Train,Baseline,Baseline
2016-06-16,123.04951069996443,1999-06-07,Train vs Train,Baseline,Baseline
2016-06-17,83.18851619219483,2018-06-06,Train vs Train,Baseline,Baseline
2016-06-18,182.38365662287072,2007-06-09,Train vs Train,Baseline,Baseline
2016-06-19,100.19107362597985,2018-06-01,Train vs Train,Baseline,Baseline
2016-06-20,87.07700929595889,2005-06-20,Train vs Train,Baseline,Baseline
2016-06-21,105.5037737495536,2014-06-21,Train vs Train,Baseline,Baseline
2017-06-01,132.56506552939206,2018-06-05,Train vs Train,Baseline,Baseline
2017-06-02,81.67143308337359,2018-06-06,Train vs Train,Baseline,Baseline
2017-06-03,162.46226471042706,2006-06-08,Train vs Train,Baseline,Baseline
2017-06-04,88.10281730300935,2003-06-16,Train vs Train,Baseline,Baseline
2017-06-05,82.65539584231428,2019-06-17,Train vs Train,Baseline,Baseline
2017-06-06,96.47778314027752,2008-06-20,Train vs Train,Baseline,Baseline
2017-06-07,90.2678124046707,2003-06-16,Train vs Train,Baseline,Baseline
2017-06-08,86.6388662732466,2017-06-19,Train vs Train,Baseline,Baseline
2017-06-09,76.54584366373327,2006-06-14,Train vs Train,Baseline,Baseline
2017-06-10,83.03884011213154,2013-06-21,Train vs Train,Baseline,Baseline
2017-06-11,85.59158347495763,2011-06-08,Train vs Train,Baseline,Baseline
2017-06-12,90.18681420619933,2014-06-18,Train vs Train,Baseline,Baseline
2017-06-13,87.80629482666797,2013-06-21,Train vs Train,Baseline,Baseline
2017-06-14,131.14378486981704,2005-06-08,Train vs Train,Baseline,Baseline
2017-06-15,114.79729167349542,2016-06-15,Train vs Train,Baseline,Baseline
2017-06-16,157.53329665906384,2000-06-07,Train vs Train,Baseline,Baseline
2017-06-17,97.55628189369136,2007-06-18,Train vs Train,Baseline,Baseline
2017-06-18,157.77879288418282,2000-06-02,Train vs Train,Baseline,Baseline
2017-06-19,85.11082563467583,2006-06-08,Train vs Train,Baseline,Baseline
2017-06-20,90.25019962481981,2015-06-06,Train vs Train,Baseline,Baseline
2017-06-21,84.36169233796113,2016-06-09,Train vs Train,Baseline,Baseline
2018-06-01,80.2902756313517,2013-06-03,Train vs Train,Baseline,Baseline
2018-06-02,160.39872748327886,2012-06-11,Train vs Train,Baseline,Baseline
2018-06-03,101.84196564581542,2013-06-07,Train vs Train,Baseline,Baseline
2018-06-04,103.88307635645076,2013-06-19,Train vs Train,Baseline,Baseline
2018-06-05,87.84760089792792,2018-06-06,Train vs Train,Baseline,Baseline
2018-06-06,81.67143308337359,2017-06-02,Train vs Train,Baseline,Baseline
2018-06-07,149.10984614337784,2012-06-16,Train vs Train,Baseline,Baseline
2018-06-08,87.77593808098698,2007-06-21,Train vs Train,Baseline,Baseline
2018-06-09,84.70746451363343,2020-06-02,Train vs Train,Baseline,Baseline
2018-06-10,79.59988349885194,2018-06-15,Train vs Train,Baseline,Baseline
2018-06-11,85.07398948970894,2018-06-10,Train vs Train,Baseline,Baseline
2018-06-12,152.28500989561002,2007-06-18,Train vs Train,Baseline,Baseline
2018-06-13,122.39969061560865,2015-06-01,Train vs Train,Baseline,Baseline
2018-06-14,82.69578286503203,2018-06-10,Train vs Train,Baseline,Baseline
2018-06-15,76.89020390502314,2018-06-16,Train vs Train,Baseline,Baseline
2018-06-16,76.89020390502314,2018-06-15,Train vs Train,Baseline,Baseline
2018-06-17,88.1038360976542,2002-06-08,Train vs Train,Baseline,Baseline
2018-06-18,73.67774859862458,2018-06-19,Train vs Train,Baseline,Baseline
2018-06-19,73.67774859862458,2018-06-18,Train vs Train,Baseline,Baseline
2018-06-20,149.73615199539248,2015-06-15,Train vs Train,Baseline,Baseline
2019-06-01,107.1265637839867,2015-06-09,Train vs Train,Baseline,Baseline
2019-06-02,115.13381605189889,2017-06-19,Train vs Train,Baseline,Baseline
2019-06-03,84.15644092117589,2008-06-14,Train vs Train,Baseline,Baseline
2019-06-04,149.32878806906808,2014-06-20,Train vs Train,Baseline,Baseline
2019-06-05,109.29065390883534,2019-06-01,Train vs Train,Baseline,Baseline
2019-06-06,135.1525405185474,2000-06-04,Train vs Train,Baseline,Baseline
2019-06-07,93.15726641412715,2008-06-20,Train vs Train,Baseline,Baseline
2019-06-08,96.70464860615344,2007-06-09,Train vs Train,Baseline,Baseline
2019-06-09,149.37564778995159,1999-06-16,Train vs Train,Baseline,Baseline
2019-06-10,119.59906535812554,2013-06-02,Train vs Train,Baseline,Baseline
2019-06-11,86.17794735764409,2017-06-09,Train vs Train,Baseline,Baseline
2019-06-12,133.4056248014333,2016-06-04,Train vs Train,Baseline,Baseline
2019-06-13,106.70397966100113,2014-06-13,Train vs Train,Baseline,Baseline
2019-06-14,106.49400618577994,2014-06-14,Train vs Train,Baseline,Baseline
2019-06-15,168.1028808682582,2015-06-14,Train vs Train,Baseline,Baseline
2019-06-16,154.4525111445281,2003-06-19,Train vs Train,Baseline,Baseline
2019-06-17,82.65539584231428,2017-06-05,Train vs Train,Baseline,Baseline
2019-06-18,93.47907021399375,2006-06-03,Train vs Train,Baseline,Baseline
2019-06-19,149.37290605920546,2009-06-11,Train vs Train,Baseline,Baseline
2019-06-20,121.89698409883829,2016-06-19,Train vs Train,Baseline,Baseline
2019-06-21,120.41938382979795,2008-06-07,Train vs Train,Baseline,Baseline
2020-06-01,78.71117665343522,2010-06-04,Train vs Train,Baseline,Baseline
2020-06-02,84.70746451363343,2018-06-09,Train vs Train,Baseline,Baseline
2020-06-03,85.02243399286952,2020-06-02,Train vs Train,Baseline,Baseline
2020-06-04,115.65356048400722,2020-06-03,Train vs Train,Baseline,Baseline
2020-06-05,135.26633139768168,2013-06-18,Train vs Train,Baseline,Baseline
2020-06-06,84.3669421267303,2016-06-11,Train vs Train,Baseline,Baseline
2020-06-07,79.45110315758104,2020-06-16,Train vs Train,Baseline,Baseline
2020-06-08,103.587176938088,2007-06-12,Train vs Train,Baseline,Baseline
2020-06-09,183.54186109673466,2014-06-09,Train vs Train,Baseline,Baseline
2020-06-10,303.30212366773304,1998-06-15,Train vs Train,Baseline,Baseline
2020-06-11,108.7377100920287,2014-06-11,Train vs Train,Baseline,Baseline
2020-06-12,91.99591450074934,2006-06-10,Train vs Train,Baseline,Baseline
2020-06-13,82.12738568794892,2014-06-21,Train vs Train,Baseline,Baseline
2020-06-14,81.25292824410431,2010-06-05,Train vs Train,Baseline,Baseline
2020-06-15,83.72003648797357,2020-06-14,Train vs Train,Baseline,Baseline
2020-06-16,79.00083424313928,2015-06-04,Train vs Train,Baseline,Baseline
2020-06-17,88.57980134754128,2015-06-03,Train vs Train,Baseline,Baseline
2020-06-18,89.46261150132449,2002-06-08,Train vs Train,Baseline,Baseline
2020-06-19,194.39994756667588,2011-06-18,Train vs Train,Baseline,Baseline
2020-06-20,121.92901276996255,2019-06-08,Train vs Train,Baseline,Baseline
2020-06-21,133.1442740518633,2013-06-19,Train vs Train,Baseline,Baseline
1998-06-01,170.15519606533803,1999-06-16,Train vs Synth,No Weather,Independent
1998-06-02,134.0275800370538,2017-06-13,Train vs Synth,No Weather,Independent
1998-06-03,138.75727268939278,2004-06-21,Train vs Synth,No Weather,Independent
1998-06-04,163.41280454892902,2017-06-17,Train vs Synth,No Weather,Independent
1998-06-05,174.06447971903913,2004-06-21,Train vs Synth,No Weather,Independent
1998-06-06,148.68422667724636,2017-06-17,Train vs Synth,No Weather,Independent
1998-06-07,92.02687477055123,2019-06-09,Train vs Synth,No Weather,Independent
1998-06-08,165.54613606956258,2016-06-01,Train vs Synth,No Weather,Independent
1998-06-09,119.02370115262279,2018-06-02,Train vs Synth,No Weather,Independent
1998-06-10,145.88550565407442,2017-06-06,Train vs Synth,No Weather,Independent
1998-06-11,185.46387606391013,2003-06-12,Train vs Synth,No Weather,Independent
1998-06-12,193.01148896713119,1999-06-01,Train vs Synth,No Weather,Independent
1998-06-13,143.12583498986774,2006-06-15,Train vs Synth,No Weather,Independent
1998-06-14,257.21255393900276,2004-06-02,Train vs Synth,No Weather,Independent
1998-06-15,154.5216969689368,2007-06-18,Train vs Synth,No Weather,Independent
1998-06-16,155.05575921613973,2015-06-01,Train vs Synth,No Weather,Independent
1998-06-17,137.87779529530016,2016-06-01,Train vs Synth,No Weather,Independent
1998-06-18,205.71223959645044,2006-06-16,Train vs Synth,No Weather,Independent
1998-06-19,129.86444576872398,2006-06-15,Train vs Synth,No Weather,Independent
1998-06-20,139.5747007543899,2010-06-12,Train vs Synth,No Weather,Independent
1998-06-21,205.27915032070646,2000-06-06,Train vs Synth,No Weather,Independent
1999-06-01,190.35982905788188,2010-06-16,Train vs Synth,No Weather,Independent
1999-06-02,129.8156771570266,2020-06-19,Train vs Synth,No Weather,Independent
1999-06-03,164.4736592053828,2001-06-04,Train vs Synth,No Weather,Independent
1999-06-04,101.0718620127613,2010-06-12,Train vs Synth,No Weather,Independent
1999-06-05,117.460324956284,2010-06-12,Train vs Synth,No Weather,Independent
1999-06-06,135.9844751639605,2010-06-04,Train vs Synth,No Weather,Independent
1999-06-07,128.77603060885087,2003-06-15,Train vs Synth,No Weather,Independent
1999-06-08,95.61029367545234,2019-06-07,Train vs Synth,No Weather,Independent
1999-06-09,146.05764169710747,2009-06-08,Train vs Synth,No Weather,Independent
1999-06-10,199.92164214014377,2012-06-07,Train vs Synth,No Weather,Independent
1999-06-11,128.13650481594274,1998-06-20,Train vs Synth,No Weather,Independent
1999-06-12,158.01900278822276,2012-06-16,Train vs Synth,No Weather,Independent
1999-06-13,117.47907493476589,2004-06-21,Train vs Synth,No Weather,Independent
1999-06-14,144.41602288153578,2004-06-04,Train vs Synth,No Weather,Independent
1999-06-15,116.03774541663327,2006-06-17,Train vs Synth,No Weather,Independent
1999-06-16,126.74251638594649,2011-06-21,Train vs Synth,No Weather,Independent
1999-06-17,143.03578643314202,2004-06-04,Train vs Synth,No Weather,Independent
1999-06-18,101.77104011362653,2002-06-21,Train vs Synth,No Weather,Independent
1999-06-19,146.26382937144692,2012-06-10,Train vs Synth,No Weather,Independent
1999-06-20,129.93746822314773,1999-06-19,Train vs Synth,No Weather,Independent
1999-06-21,104.54758370577458,2017-06-06,Train vs Synth,No Weather,Independent
2000-06-01,123.270178899987,2014-06-21,Train vs Synth,No Weather,Independent
2000-06-02,147.67777130873324,2008-06-02,Train vs Synth,No Weather,Independent
2000-06-03,119.10603922172056,2006-06-17,Train vs Synth,No Weather,Independent
2000-06-04,96.39576905336624,2020-06-06,Train vs Synth,No Weather,Independent
2000-06-05,159.00636366142658,2017-06-17,Train vs Synth,No Weather,Independent
2000-06-06,118.48959492351685,2002-06-12,Train vs Synth,No Weather,Independent
2000-06-07,87.51815276709438,2017-06-06,Train vs Synth,No Weather,Independent
2000-06-08,88.97970245072842,2017-06-06,Train vs Synth,No Weather,Independent
2000-06-09,95.08856360714474,2017-06-01,Train vs Synth,No Weather,Independent
2000-06-10,132.0626855701923,2010-06-04,Train vs Synth,No Weather,Independent
2000-06-11,119.72352279705017,1999-06-03,Train vs Synth,No Weather,Independent
2000-06-12,134.1903527616628,2017-06-06,Train vs Synth,No Weather,Independent
2000-06-13,127.36385332038788,2015-06-03,Train vs Synth,No Weather,Independent
2000-06-14,220.27519744743262,2003-06-13,Train vs Synth,No Weather,Independent
2000-06-15,138.93273207811544,2015-06-03,Train vs Synth,No Weather,Independent
2000-06-16,200.31220852437127,2011-06-21,Train vs Synth,No Weather,Independent
2000-06-17,163.83256777280778,2012-06-16,Train vs Synth,No Weather,Independent
2000-06-18,129.39148197997812,2012-06-14,Train vs Synth,No Weather,Independent
2000-06-19,105.47895332523275,2017-06-06,Train vs Synth,No Weather,Independent
2000-06-20,173.03213724193262,2010-06-04,Train vs Synth,No Weather,Independent
2000-06-21,218.94925735388287,2000-06-06,Train vs Synth,No Weather,Independent
2001-06-01,139.01558455858884,2019-06-01,Train vs Synth,No Weather,Independent
2001-06-02,179.99054303998616,2020-06-01,Train vs Synth,No Weather,Independent
2001-06-03,183.1719066322726,2016-06-12,Train vs Synth,No Weather,Independent
2001-06-04,123.86069282903263,2007-06-11,Train vs Synth,No Weather,Independent
2001-06-05,113.9675711218018,2016-06-08,Train vs Synth,No Weather,Independent
2001-06-06,99.49888186715334,2004-06-17,Train vs Synth,No Weather,Independent
2001-06-07,112.02909619741355,2018-06-02,Train vs Synth,No Weather,Independent
2001-06-12,98.74124012492832,2017-06-01,Train vs Synth,No Weather,Independent
2001-06-13,178.51354435201952,1998-06-14,Train vs Synth,No Weather,Independent
2001-06-14,180.2334507782826,2007-06-06,Train vs Synth,No Weather,Independent
2001-06-15,138.65299704392987,1998-06-21,Train vs Synth,No Weather,Independent
2001-06-16,101.64620668930274,2014-06-21,Train vs Synth,No Weather,Independent
2001-06-17,163.8476010783642,2015-06-13,Train vs Synth,No Weather,Independent
2001-06-18,112.4642741283996,2010-06-12,Train vs Synth,No Weather,Independent
2001-06-19,101.2249574324772,2016-06-08,Train vs Synth,No Weather,Independent
2001-06-20,121.9595791305784,2014-06-02,Train vs Synth,No Weather,Independent
2001-06-21,168.1205559269561,1998-06-02,Train vs Synth,No Weather,Independent
2002-06-01,113.4292019102008,2004-06-07,Train vs Synth,No Weather,Independent
2002-06-02,116.93928281430057,2015-06-03,Train vs Synth,No Weather,Independent
2002-06-03,136.41010803723032,2010-06-12,Train vs Synth,No Weather,Independent
2002-06-04,195.22883219602429,2010-06-07,Train vs Synth,No Weather,Independent
2002-06-05,137.95873123537726,2004-06-04,Train vs Synth,No Weather,Independent
2002-06-06,115.25477137885909,2012-06-14,Train vs Synth,No Weather,Independent
2002-06-07,99.53149966489829,2009-06-05,Train vs Synth,No Weather,Independent
2002-06-08,92.3554511371123,2017-06-01,Train vs Synth,No Weather,Independent
2002-06-09,101.96937712133371,1998-06-14,Train vs Synth,No Weather,Independent
2002-06-10,113.08415908177402,1998-06-14,Train vs Synth,No Weather,Independent
2002-06-11,116.03404228879312,2014-06-21,Train vs Synth,No Weather,Independent
2002-06-12,173.43746612173797,2001-06-15,Train vs Synth,No Weather,Independent
2002-06-13,198.18230743636525,2003-06-05,Train vs Synth,No Weather,Independent
2002-06-14,111.36598857996691,2004-06-21,Train vs Synth,No Weather,Independent
2002-06-15,118.28787638671709,2002-06-08,Train vs Synth,No Weather,Independent
2002-06-16,206.80015399125878,2018-06-20,Train vs Synth,No Weather,Independent
2002-06-17,127.66405575041024,2004-06-12,Train vs Synth,No Weather,Independent
2002-06-18,146.81568385655498,2017-06-01,Train vs Synth,No Weather,Independent
2002-06-19,86.8279151460834,2017-06-01,Train vs Synth,No Weather,Independent
2002-06-20,104.09692774085995,2019-06-09,Train vs Synth,No Weather,Independent
2002-06-21,82.76425620960913,2009-06-10,Train vs Synth,No Weather,Independent
2003-06-01,117.0651608820961,2013-06-12,Train vs Synth,No Weather,Independent
2003-06-02,154.58201014878713,2003-06-13,Train vs Synth,No Weather,Independent
2003-06-03,133.54642115080662,2008-06-04,Train vs Synth,No Weather,Independent
2003-06-04,124.58334381201286,2016-06-09,Train vs Synth,No Weather,Independent
2003-06-05,115.14540513273398,2020-06-19,Train vs Synth,No Weather,Independent
2003-06-06,155.69450235985823,2004-06-21,Train vs Synth,No Weather,Independent
2003-06-07,134.9127700064489,2004-06-21,Train vs Synth,No Weather,Independent
2003-06-08,150.63602768700838,2007-06-18,Train vs Synth,No Weather,Independent
2003-06-09,116.08914693195462,2002-06-08,Train vs Synth,No Weather,Independent
2003-06-10,93.6998058242327,2006-06-16,Train vs Synth,No Weather,Independent
2003-06-11,126.0727935842158,2003-06-15,Train vs Synth,No Weather,Independent
2003-06-12,153.68335937404674,2003-06-03,Train vs Synth,No Weather,Independent
2003-06-13,110.30052590000113,2004-06-04,Train vs Synth,No Weather,Independent
2003-06-14,173.29295418100799,2008-06-02,Train vs Synth,No Weather,Independent
2003-06-15,136.24811742242406,2009-06-12,Train vs Synth,No Weather,Independent
2003-06-16,107.42630778838397,2004-06-04,Train vs Synth,No Weather,Independent
2003-06-17,94.98436048203848,2004-06-04,Train vs Synth,No Weather,Independent
2003-06-18,119.4211844134574,2007-06-17,Train vs Synth,No Weather,Independent
2003-06-19,136.43702506963365,2020-06-06,Train vs Synth,No Weather,Independent
2003-06-20,128.31841783362043,2004-06-16,Train vs Synth,No Weather,Independent
2003-06-21,131.26661992397294,2014-06-06,Train vs Synth,No Weather,Independent
2004-06-01,156.0816132187795,2011-06-11,Train vs Synth,No Weather,Independent
2004-06-02,172.26517094018877,2004-06-04,Train vs Synth,No Weather,Independent
2004-06-03,142.30602508811302,2001-06-02,Train vs Synth,No Weather,Independent
2004-06-04,124.46485911204667,2017-06-04,Train vs Synth,No Weather,Independent
2004-06-05,142.7622862869834,2014-06-06,Train vs Synth,No Weather,Independent
2004-06-06,113.5640814178302,2017-06-21,Train vs Synth,No Weather,Independent
2004-06-07,102.08495396495977,2019-06-09,Train vs Synth,No Weather,Independent
2004-06-08,128.9503489189758,1998-06-14,Train vs Synth,No Weather,Independent
